gene_symbol	chrom	start	end	strand	ensembl_id
GALC	14	88304164	88460009	-	ENSG00000054983
GPR65	14	88471468	88478419	+	ENSG00000140030
KCNK10	14	88649113	88793251	-	ENSG00000100433
SPATA7	14	88851268	88936694	+	ENSG00000042317
PTPN21	14	88932122	89021077	-	ENSG00000070778
ZC3H14	14	89029253	89079853	+	ENSG00000100722
EML5	14	89078775	89259096	-	ENSG00000165521
TTC8	14	89290497	89344335	+	ENSG00000165533
FOXN3	14	89591215	90085493	-	ENSG00000053254
RP11-944C7.1	14	90095265	90109015	-	ENSG00000258792
EFCAB11	14	90261013	90421121	-	ENSG00000140025
TDP1	14	90421283	90511106	+	ENSG00000042088
KCNK13	14	90528109	90652201	+	ENSG00000152315
PSMC1	14	90722839	90738968	+	ENSG00000100764
NRDE2	14	90742580	90798481	-	ENSG00000119720
CALM1	14	90862846	90874605	+	ENSG00000198668
TTC7B	14	91006932	91282823	-	ENSG00000165914
RPS6KA5	14	91336799	91526980	-	ENSG00000100784
C14orf159	14	91526677	91691976	+	ENSG00000133943
GPR68	14	91698876	91720269	-	ENSG00000119714
CTD-2547L24.3	14	91709103	91717426	+	ENSG00000258875
CCDC88C	14	91737667	91884188	-	ENSG00000015133
SMEK1	14	91923955	91976898	-	ENSG00000100796
AL133373.1	14	92038788	92041383	-	ENSG00000268657
CATSPERB	14	92047040	92247051	-	ENSG00000133962
TC2N	14	92246095	92333880	-	ENSG00000165929
FBLN5	14	92335756	92414331	-	ENSG00000140092
TRIP11	14	92432335	92507240	-	ENSG00000100815
ATXN3	14	92524896	92572965	-	ENSG00000066427
NDUFB1	14	92582466	92588261	-	ENSG00000183648
CPSF2	14	92588281	92630755	+	ENSG00000165934
SLC24A4	14	92788925	92962596	+	ENSG00000140090
RIN3	14	92980118	93155339	+	ENSG00000100599
LGMN	14	93170152	93215047	-	ENSG00000100600
GOLGA5	14	93260576	93306308	+	ENSG00000066455
CHGA	14	93389425	93401638	+	ENSG00000100604
ITPK1	14	93403259	93582665	-	ENSG00000100605
MOAP1	14	93648541	93651273	-	ENSG00000165943
TMEM251	14	93651296	93653434	+	ENSG00000153485
RP11-371E8.4	14	93651318	93684932	+	ENSG00000259066
C14orf142	14	93669239	93673439	-	ENSG00000170270
UBR7	14	93673401	93695561	+	ENSG00000012963
BTBD7	14	93703896	93799438	-	ENSG00000011114
UNC79	14	93799565	94174222	+	ENSG00000133958
COX8C	14	93813537	93814702	+	ENSG00000187581
PRIMA1	14	94184644	94254827	-	ENSG00000175785
FAM181A	14	94385240	94395954	+	ENSG00000140067
ASB2	14	94400499	94443137	-	ENSG00000100628
RP11-131H24.4	14	94405901	94410475	+	ENSG00000258987
OTUB2	14	94492675	94515276	+	ENSG00000089723
DDX24	14	94517266	94547591	-	ENSG00000089737
IFI27L1	14	94547628	94570192	+	ENSG00000165948
IFI27	14	94571182	94583033	+	ENSG00000165949
IFI27L2	14	94594116	94596590	-	ENSG00000119632
PPP4R4	14	94612465	94746072	+	ENSG00000119698
SERPINA10	14	94749650	94759608	-	ENSG00000140093
SERPINA6	14	94770585	94789731	-	ENSG00000170099
SERPINA1	14	94843084	94857030	-	ENSG00000197249
SERPINA11	14	94908801	94919127	-	ENSG00000186910
SERPINA9	14	94929054	94946026	-	ENSG00000170054
SERPINA12	14	94953611	94984181	-	ENSG00000165953
SERPINA4	14	95027428	95036250	+	ENSG00000100665
SERPINA5	14	95027779	95059457	+	ENSG00000188488
RP11-986E7.7	14	95058395	95090983	+	ENSG00000273259
SERPINA3	14	95078714	95090392	+	ENSG00000196136
GSC	14	95234553	95236562	-	ENSG00000133937
DICER1	14	95552565	95624347	-	ENSG00000100697
CLMN	14	95648277	95786243	-	ENSG00000165959
SYNE3	14	95883831	95942173	-	ENSG00000176438
RP11-1070N10.3	14	95982473	95984248	+	ENSG00000258572
GLRX5	14	95999840	96011061	+	ENSG00000182512
TCL1B	14	96152754	96158980	+	ENSG00000213231
TCL1A	14	96176304	96180533	-	ENSG00000100721
C14orf132	14	96505661	96560417	+	ENSG00000227051
BDKRB2	14	96671016	96710666	+	ENSG00000168398
RP11-404P21.8	14	96671181	96730266	+	ENSG00000258691
BDKRB1	14	96722161	96735304	+	ENSG00000100739
DKFZP434O1614	14	96741383	96743060	-	ENSG00000258729
ATG2B	14	96747595	96830207	-	ENSG00000066739
GSKIP	14	96829814	96853625	+	ENSG00000100744
AK7	14	96858448	96955764	+	ENSG00000140057
PAPOLA	14	96967770	97033448	+	ENSG00000090060
VRK1	14	97263641	97398059	+	ENSG00000100749
RP11-204N11.1	14	98215601	98230326	-	ENSG00000258869
C14orf64	14	98391947	98444461	-	ENSG00000246223
C14orf177	14	99177950	99184098	+	ENSG00000176605
BCL11B	14	99635624	99737861	-	ENSG00000127152
SETD3	14	99864083	99947216	-	ENSG00000183576
CCNK	14	99947506	100001381	+	ENSG00000090061
CCDC85C	14	99977603	100070363	-	ENSG00000205476
HHIPL1	14	100111447	100146906	+	ENSG00000182218
CYP46A1	14	100150641	100193638	+	ENSG00000036530
EML1	14	100204030	100408397	+	ENSG00000066629
EVL	14	100437786	100610573	+	ENSG00000196405
DEGS2	14	100612756	100626500	-	ENSG00000168350
YY1	14	100704635	100749129	+	ENSG00000100811
SLC25A29	14	100757448	100772884	-	ENSG00000197119
SLC25A47	14	100789674	100796715	+	ENSG00000140107
WARS	14	100800125	100843142	-	ENSG00000140105
WDR25	14	100842755	100996640	+	ENSG00000176473
BEGAIN	14	101003486	101053750	-	ENSG00000183092
DLK1	14	101192042	101201539	+	ENSG00000185559
AL117190.2	14	101295066	101295537	-	ENSG00000267918
RTL1	14	101346992	101351184	-	ENSG00000254656
AL117190.3	14	101359265	101360646	+	ENSG00000269375
DIO3	14	102027688	102029789	+	ENSG00000197406
RP11-796G6.2	14	102196774	102198859	+	ENSG00000258512
PPP2R5C	14	102228135	102394326	+	ENSG00000078304
DYNC1H1	14	102430865	102517129	+	ENSG00000197102
HSP90AA1	14	102547075	102606036	-	ENSG00000080824
WDR20	14	102605840	102691184	+	ENSG00000140153
MOK	14	102690837	102771537	-	ENSG00000080823
ZNF839	14	102783714	102809044	+	ENSG00000022976
CINP	14	102808956	102829253	-	ENSG00000100865
TECPR2	14	102829300	102968818	+	ENSG00000196663
ANKRD9	14	102973179	102976136	-	ENSG00000156381
RCOR1	14	103058998	103196913	+	ENSG00000089902
TRAF3	14	103243813	103377837	+	ENSG00000131323
AMN	14	103388993	103399933	+	ENSG00000166126
CDC42BPB	14	103398716	103523799	-	ENSG00000198752
EXOC3L4	14	103566481	103576896	+	ENSG00000205436
TNFAIP2	14	103589779	103603776	+	ENSG00000185215
EIF5	14	103799881	103811362	+	ENSG00000100664
MARK3	14	103851729	103970168	+	ENSG00000075413
CKB	14	103985996	103989448	-	ENSG00000166165
TRMT61A	14	103995521	104003410	+	ENSG00000166166
BAG5	14	104022881	104029168	-	ENSG00000166170
KLC1	14	104028233	104167888	+	ENSG00000126214
APOPT1	14	104029299	104073860	+	ENSG00000256053
RP11-73M18.2	14	104029299	104152261	+	ENSG00000256500
XRCC3	14	104163946	104181841	-	ENSG00000126215
AL049840.1	14	104177607	104179149	+	ENSG00000224997
ZFYVE21	14	104182067	104200005	+	ENSG00000100711
PPP1R13B	14	104200089	104313927	-	ENSG00000088808
C14orf2	14	104378625	104394606	-	ENSG00000156411
TDRD9	14	104394799	104519004	+	ENSG00000156414
RD3L	14	104406763	104408645	-	ENSG00000227729
ASPG	14	104552016	104579098	+	ENSG00000166183
KIF26A	14	104605060	104647231	+	ENSG00000066735
C14orf144	14	104710541	104712473	+	ENSG00000228032
TMEM179	14	104941015	105071984	-	ENSG00000258986
C14orf180	14	105046021	105056852	+	ENSG00000184601
INF2	14	105155943	105185942	+	ENSG00000203485
ADSSL1	14	105190523	105213662	+	ENSG00000185100
SIVA1	14	105219437	105234831	+	ENSG00000184990
AKT1	14	105235686	105262088	-	ENSG00000142208
ZBTB42	14	105266933	105271049	+	ENSG00000179627
CEP170B	14	105331617	105363107	+	ENSG00000099814
PLD4	14	105391153	105399574	+	ENSG00000166428
AHNAK2	14	105403581	105444694	-	ENSG00000185567
C14orf79	14	105452112	105476819	+	ENSG00000140104
CDCA4	14	105475910	105487485	-	ENSG00000170779
GPR132	14	105515728	105531782	-	ENSG00000183484
JAG2	14	105607318	105635161	-	ENSG00000184916
NUDT14	14	105639275	105647660	-	ENSG00000183828
BRF1	14	105675623	105781926	-	ENSG00000185024
BTBD6	14	105714827	105717430	+	ENSG00000184887
PACS2	14	105766900	105864484	+	ENSG00000179364
TEX22	14	105864916	105916443	+	ENSG00000226174
MTA1	14	105886159	105937066	+	ENSG00000182979
CRIP2	14	105939299	105946499	+	ENSG00000182809
C14orf80	14	105956192	105965912	+	ENSG00000185347
TMEM121	14	105992940	105996539	+	ENSG00000184986
KIAA0125	14	106383838	106391825	+	ENSG00000226777
GOLGA6L6	15	20737094	20747114	-	ENSG00000215405
AC012414.1	15	21004687	21005367	+	ENSG00000268343
POTEB2	15	21040701	21071643	-	ENSG00000230031
DKFZP547L112	15	22011370	22012050	+	ENSG00000268531
POTEB	15	22051853	22083227	-	ENSG00000233917
OR4M2	15	22368478	22369561	+	ENSG00000182974
OR4N4	15	22382382	22383507	+	ENSG00000183706
AC010760.1	15	22456895	22460351	+	ENSG00000269182
GOLGA6L1	15	22736246	22746002	+	ENSG00000197414
TUBGCP5	15	22833395	22873892	+	ENSG00000153575
CYFIP1	15	22892005	23006016	+	ENSG00000068793
NIPA2	15	23004684	23034427	-	ENSG00000140157
NIPA1	15	23043277	23100005	-	ENSG00000170113
GOLGA8I	15	23255242	23268823	+	ENSG00000153666
RP11-467N20.5	15	23405069	23414193	-	ENSG00000259455
GOLGA8S	15	23599895	23612378	+	ENSG00000261739
GOLGA6L2	15	23684645	23692381	-	ENSG00000174450
MKRN3	15	23810454	23873064	+	ENSG00000179455
MAGEL2	15	23888691	23891175	-	ENSG00000254585
NDN	15	23930565	23932450	-	ENSG00000182636
NPAP1	15	24920541	24928593	+	ENSG00000185823
SNRPN	15	25068794	25223870	+	ENSG00000128739
UBE3A	15	25582381	25684128	-	ENSG00000114062
ATP10A	15	25922420	26110317	-	ENSG00000206190
GABRB3	15	26788693	27184686	-	ENSG00000166206
GABRA5	15	27111510	27194354	+	ENSG00000186297
GABRG3	15	27216429	27778373	+	ENSG00000182256
OCA2	15	28000021	28344504	-	ENSG00000104044
HERC2	15	28356186	28567298	-	ENSG00000128731
GOLGA8F	15	28623767	28637170	+	ENSG00000153684
GOLGA8G	15	28764757	28778160	-	ENSG00000183629
GOLGA8M	15	28947100	28983530	-	ENSG00000188626
APBA2	15	29129629	29410518	+	ENSG00000034053
FAM189A1	15	29412457	29862927	-	ENSG00000104059
NDNL2	15	29560353	29562033	-	ENSG00000185115
TJP1	15	29991571	30261068	-	ENSG00000104067
GOLGA8J	15	30375158	30385702	+	ENSG00000179938
GOLGA8T	15	30427352	30437770	+	ENSG00000261247
CHRFAM7A	15	30653443	30686052	-	ENSG00000166664
GOLGA8R	15	30695943	30706463	-	ENSG00000186399
GOLGA8Q	15	30844183	30854704	+	ENSG00000178115
GOLGA8H	15	30896329	30906764	+	ENSG00000261794
ARHGAP11B	15	30916697	31065196	+	ENSG00000187951
FAN1	15	31196055	31235311	+	ENSG00000198690
MTMR10	15	31231144	31283810	-	ENSG00000166912
TRPM1	15	31293264	31453476	-	ENSG00000134160
KLF13	15	31619058	31727868	+	ENSG00000169926
OTUD7A	15	31775329	32162992	-	ENSG00000169918
CHRNA7	15	32322691	32464722	+	ENSG00000175344
GOLGA8K	15	32684983	32695396	-	ENSG00000249931
AC139426.2	15	32694108	32695493	-	ENSG00000233812
GOLGA8O	15	32737307	32747835	-	ENSG00000206127
AC135983.2	15	32774822	32780287	+	ENSG00000268759
GOLGA8N	15	32885657	32896179	+	ENSG00000232653
ARHGAP11A	15	32907345	32932150	+	ENSG00000198826
SCG5	15	32933877	32989299	+	ENSG00000166922
GREM1	15	33010175	33026870	+	ENSG00000166923
FMN1	15	33057747	33486897	-	ENSG00000248905
RYR3	15	33603163	34158303	+	ENSG00000198838
AVEN	15	34158428	34331377	-	ENSG00000169857
CHRM5	15	34260921	34357291	+	ENSG00000184984
EMC7	15	34376218	34394149	-	ENSG00000134153
PGBD4	15	34394274	34396591	+	ENSG00000182405
KATNBL1	15	34432875	34502297	-	ENSG00000134152
EMC4	15	34517200	34522357	+	ENSG00000128463
SLC12A6	15	34525460	34630261	-	ENSG00000140199
NOP10	15	34633917	34635378	-	ENSG00000182117
NUTM1	15	34635516	34649938	+	ENSG00000184507
LPCAT4	15	34651106	34659479	-	ENSG00000176454
GOLGA8A	15	34671269	34880704	-	ENSG00000175265
GOLGA8B	15	34817408	34880704	-	ENSG00000215252
GJD2	15	35043233	35047166	-	ENSG00000159248
ACTC1	15	35080297	35088340	-	ENSG00000159251
AQR	15	35147732	35262040	-	ENSG00000021776
ZNF770	15	35270542	35280488	-	ENSG00000198146
AC114546.1	15	35270552	35272268	+	ENSG00000212768
DPH6	15	35509546	35838394	-	ENSG00000134146
C15orf41	15	36871812	37102449	+	ENSG00000186073
MEIS2	15	37181406	37393504	-	ENSG00000134138
TMCO5A	15	38214140	38259925	+	ENSG00000166069
SPRED1	15	38544527	38649450	+	ENSG00000166068
FAM98B	15	38746328	38779911	+	ENSG00000171262
RASGRP1	15	38780304	38857776	-	ENSG00000172575
C15orf53	15	38988799	38992239	+	ENSG00000175779
C15orf54	15	39542885	39547046	+	ENSG00000175746
THBS1	15	39873280	39891667	+	ENSG00000137801
FSIP1	15	39892232	40075031	-	ENSG00000150667
GPR176	15	40091233	40213093	-	ENSG00000166073
EIF2AK4	15	40226347	40327797	+	ENSG00000128829
SRP14	15	40327940	40331389	-	ENSG00000140319
BMF	15	40380091	40401093	-	ENSG00000104081
BUB1B	15	40453224	40513337	+	ENSG00000156970
PAK6	15	40509629	40569688	+	ENSG00000137843
RP11-133K1.2	15	40509629	40568597	+	ENSG00000259288
C15orf56	15	40542865	40545170	-	ENSG00000176753
PLCB2	15	40570377	40600136	-	ENSG00000137841
ANKRD63	15	40573645	40574787	-	ENSG00000230778
C15orf52	15	40623653	40633168	-	ENSG00000188549
PHGR1	15	40643234	40648635	+	ENSG00000233041
DISP2	15	40650436	40663257	+	ENSG00000140323
KNSTRN	15	40674922	40686447	+	ENSG00000128944
IVD	15	40697686	40728146	+	ENSG00000128928
BAHD1	15	40731920	40760441	+	ENSG00000140320
CHST14	15	40763160	40765353	+	ENSG00000169105
C15orf57	15	40820882	40857256	-	ENSG00000128891
RPUSD2	15	40861499	40866659	+	ENSG00000166133
CASC5	15	40886218	40956540	+	ENSG00000137812
RAD51	15	40986972	41024354	+	ENSG00000051180
RMDN3	15	41028082	41048049	-	ENSG00000137824
GCHFR	15	41056218	41059906	+	ENSG00000137880
DNAJC17	15	41060067	41099675	-	ENSG00000104129
C15orf62	15	41062159	41064643	+	ENSG00000188277
ZFYVE19	15	41099284	41106767	+	ENSG00000166140
PPP1R14D	15	41107650	41120907	-	ENSG00000166143
SPINT1	15	41136216	41150405	+	ENSG00000166145
RHOV	15	41164412	41166487	-	ENSG00000104140
VPS18	15	41186628	41196173	+	ENSG00000104142
DLL4	15	41221538	41231237	+	ENSG00000128917
CHAC1	15	41245160	41248710	+	ENSG00000128965
INO80	15	41271078	41408552	-	ENSG00000128908
EXD1	15	41474923	41522941	-	ENSG00000178997
CHP1	15	41523037	41574043	+	ENSG00000187446
OIP5	15	41601466	41624819	-	ENSG00000104147
NUSAP1	15	41624892	41673248	+	ENSG00000137804
NDUFAF1	15	41679551	41694717	-	ENSG00000137806
RTF1	15	41700606	41775761	+	ENSG00000137815
ITPKA	15	41785591	41795747	+	ENSG00000137825
LTK	15	41795836	41806085	-	ENSG00000062524
RPAP1	15	41809374	41836467	-	ENSG00000103932
TYRO3	15	41849873	41871536	+	ENSG00000092445
MGA	15	41913422	42062141	+	ENSG00000174197
MAPKBP1	15	42066632	42120053	+	ENSG00000137802
AC073657.1	15	42073346	42076229	-	ENSG00000268632
JMJD7	15	42120283	42129779	+	ENSG00000243789
PLA2G4B	15	42120283	42140345	+	ENSG00000243708
JMJD7-PLA2G4B	15	42120293	42140353	+	ENSG00000168970
SPTBN5	15	42140345	42186275	-	ENSG00000137877
EHD4	15	42190950	42264776	-	ENSG00000103966
PLA2G4E	15	42273780	42343388	-	ENSG00000188089
PLA2G4D	15	42359207	42386752	-	ENSG00000159337
PLA2G4F	15	42433332	42448839	-	ENSG00000168907
VPS39	15	42450899	42500514	-	ENSG00000166887
TMEM87A	15	42502730	42565861	-	ENSG00000103978
GANC	15	42565431	42645864	+	ENSG00000214013
CAPN3	15	42640301	42704516	+	ENSG00000092529
ZNF106	15	42705021	42783321	-	ENSG00000103994
SNAP23	15	42783431	42837547	+	ENSG00000092531
LRRC57	15	42834720	42841000	-	ENSG00000180979
HAUS2	15	42841008	42862192	+	ENSG00000137814
STARD9	15	42867857	43013179	+	ENSG00000159433
CDAN1	15	43015757	43029324	-	ENSG00000140326
TTBK2	15	43030932	43213007	-	ENSG00000128881
UBR1	15	43235095	43398311	-	ENSG00000159459
EPB42	15	43398423	43513481	-	ENSG00000166947
TMEM62	15	43415477	43477344	+	ENSG00000137842
CCNDBP1	15	43477316	43487396	+	ENSG00000166946
TGM5	15	43524793	43559055	-	ENSG00000104055
TGM7	15	43568478	43594453	-	ENSG00000159495
LCMT2	15	43619974	43622803	-	ENSG00000168806
ADAL	15	43622872	43646096	+	ENSG00000168803
ZSCAN29	15	43650370	43663223	-	ENSG00000140265
TUBGCP4	15	43661419	43699293	+	ENSG00000137822
TP53BP1	15	43699407	43802926	-	ENSG00000067369
MAP1A	15	43803156	43823818	+	ENSG00000166963
PPIP5K1	15	43825660	43882430	-	ENSG00000168781
CKMT1B	15	43885252	43897099	+	ENSG00000237289
STRC	15	43891596	44010458	-	ENSG00000242866
CATSPER2	15	43920701	43960316	-	ENSG00000166762
CKMT1A	15	43985084	43991420	+	ENSG00000223572
PDIA3	15	44038590	44065477	+	ENSG00000167004
ELL3	15	44064798	44069741	-	ENSG00000128886
RP11-296A16.1	15	44064815	44091331	-	ENSG00000262560
SERF2	15	44069285	44094787	+	ENSG00000140264
AC018512.1	15	44075041	44075231	-	ENSG00000268488
SERINC4	15	44086360	44092419	-	ENSG00000184716
HYPK	15	44088340	44095241	+	ENSG00000242028
MFAP1	15	44096690	44117000	-	ENSG00000140259
WDR76	15	44119161	44160617	+	ENSG00000092470
FRMD5	15	44162962	44487450	-	ENSG00000171877
CASC4	15	44580927	44707956	+	ENSG00000166734
CTDSPL2	15	44719432	44821236	+	ENSG00000137770
EIF3J	15	44829255	44855227	+	ENSG00000104131
SPG11	15	44854894	44955876	-	ENSG00000104133
PATL2	15	44957930	45003514	-	ENSG00000229474
B2M	15	45003675	45011075	+	ENSG00000166710
TRIM69	15	45021186	45060027	+	ENSG00000185880
C15orf43	15	45248900	45271427	+	ENSG00000167014
SORD	15	45315302	45369383	+	ENSG00000140263
DUOX2	15	45384848	45406542	-	ENSG00000140279
DUOXA2	15	45406519	45410619	+	ENSG00000140274
DUOXA1	15	45409569	45422136	-	ENSG00000140254
DUOX1	15	45422131	45457774	+	ENSG00000137857
SHF	15	45459412	45493373	-	ENSG00000138606
SLC28A2	15	45544428	45568149	+	ENSG00000137860
GATM	15	45653322	45694525	-	ENSG00000171766
SPATA5L1	15	45694529	45713617	+	ENSG00000171763
C15orf48	15	45722727	45740959	+	ENSG00000166920
SLC30A4	15	45771809	45815005	-	ENSG00000104154
BLOC1S6	15	45879321	45908197	+	ENSG00000104164
RP11-96O20.4	15	45879549	45968512	+	ENSG00000260170
SQRDL	15	45923346	45983492	+	ENSG00000137767
FKSG62	15	47425693	47426320	-	ENSG00000259752
SEMA6D	15	47476298	48066420	+	ENSG00000137872
SLC24A5	15	48413169	48434869	+	ENSG00000188467
MYEF2	15	48431625	48470714	-	ENSG00000104177
CTXN2	15	48483736	48495953	+	ENSG00000233932
SLC12A1	15	48483861	48596275	+	ENSG00000074803
DUT	15	48623208	48635570	+	ENSG00000128951
FBN1	15	48700503	48938046	-	ENSG00000166147
CEP152	15	49005125	49103343	-	ENSG00000103995
SHC4	15	49115932	49255641	-	ENSG00000185634
EID1	15	49170083	49172380	+	ENSG00000255302
SECISBP2L	15	49280673	49338760	-	ENSG00000138593
COPS2	15	49398268	49447858	-	ENSG00000166200
GALK2	15	49447853	49660066	+	ENSG00000156958
FAM227B	15	49619159	49913128	-	ENSG00000166262
FGF7	15	49715293	49780972	+	ENSG00000140285
DTWD1	15	49913177	49937333	+	ENSG00000104047
ATP8B4	15	50150435	50475014	-	ENSG00000104043
SLC27A2	15	50474393	50528592	+	ENSG00000140284
HDC	15	50534144	50558223	-	ENSG00000140287
GABPB1	15	50569389	50647605	-	ENSG00000104064
USP8	15	50716577	50793280	+	ENSG00000138592
USP50	15	50792759	50838905	-	ENSG00000170236
TRPM7	15	50844670	50979012	-	ENSG00000092439
SPPL2A	15	50999506	51058005	-	ENSG00000138600
AP4E1	15	51200869	51298097	+	ENSG00000081014
TNFAIP8L3	15	51348795	51397473	-	ENSG00000183578
CYP19A1	15	51500254	51630807	-	ENSG00000137869
GLDN	15	51633826	51700210	+	ENSG00000186417
DMXL2	15	51739908	51915030	-	ENSG00000104093
SCG3	15	51973550	52013223	+	ENSG00000104112
LYSMD2	15	52015208	52043782	-	ENSG00000140280
TMOD2	15	52043758	52108565	+	ENSG00000128872
TMOD3	15	52121825	52239492	+	ENSG00000138594
LEO1	15	52230222	52264003	-	ENSG00000166477
MAPK6	15	52244303	52358462	+	ENSG00000069956
BCL2L10	15	52401460	52404972	-	ENSG00000137875
GNB5	15	52413117	52483566	-	ENSG00000069966
MYO5C	15	52484519	52587995	-	ENSG00000128833
MYO5A	15	52599480	52821247	-	ENSG00000197535
ARPP19	15	52839242	52862080	-	ENSG00000128989
FAM214A	15	52873514	53002014	-	ENSG00000047346
ONECUT1	15	53049637	53083273	-	ENSG00000169856
WDR72	15	53805938	54055075	-	ENSG00000166415
UNC13C	15	54305101	54920806	+	ENSG00000137766
RSL24D1	15	55473004	55489265	-	ENSG00000137876
RAB27A	15	55495164	55611311	-	ENSG00000069974
PIGB	15	55611158	55647846	+	ENSG00000069943
CCPG1	15	55632230	55700708	-	ENSG00000260916
C15orf65	15	55700746	55710962	+	ENSG00000261652
DYX1C1	15	55702723	55800432	-	ENSG00000256061
PYGO1	15	55831088	55881145	-	ENSG00000171016
PRTG	15	55903744	56035288	-	ENSG00000166450
NEDD4	15	56119120	56285944	-	ENSG00000069869
RFX7	15	56379478	56535483	-	ENSG00000181827
TEX9	15	56536207	56738195	+	ENSG00000151575
MNS1	15	56713742	56757335	-	ENSG00000138587
ZNF280D	15	56922379	57210769	-	ENSG00000137871
TCF12	15	57210821	57591479	+	ENSG00000140262
CGNL1	15	57668165	57842925	+	ENSG00000128849
GCOM1	15	57884106	58006943	+	ENSG00000137878
MYZAP	15	57884139	57977562	+	ENSG00000263155
POLR2M	15	57884231	58074960	+	ENSG00000255529
ALDH1A2	15	58245622	58790065	-	ENSG00000128918
AQP9	15	58430368	58478110	+	ENSG00000103569
LIPC	15	58702768	58861151	+	ENSG00000166035
ADAM10	15	58887403	59042177	-	ENSG00000137845
FAM63B	15	59063391	59154099	+	ENSG00000128923
RNF111	15	59157374	59389618	+	ENSG00000157450
SLTM	15	59171244	59225852	-	ENSG00000137776
CCNB2	15	59397277	59417244	+	ENSG00000157456
MYO1E	15	59427113	59665099	-	ENSG00000157483
C15ORF31	15	59439899	59440054	+	ENSG00000268327
LDHAL6B	15	59499042	59500705	+	ENSG00000171989
FAM81A	15	59664892	59815748	+	ENSG00000157470
GCNT3	15	59887074	59932438	+	ENSG00000140297
GTF2A2	15	59930261	59949740	-	ENSG00000140307
BNIP2	15	59951345	59981733	-	ENSG00000140299
FOXB1	15	60296421	60353929	+	ENSG00000171956
ANXA2	15	60639333	60695082	-	ENSG00000182718
NARG2	15	60711808	60771359	-	ENSG00000128915
RORA	15	60780483	61521518	-	ENSG00000069667
VPS13C	15	62144588	62352672	-	ENSG00000129003
C2CD4A	15	62359176	62363116	+	ENSG00000198535
C2CD4B	15	62455734	62457482	-	ENSG00000205502
TLN2	15	62682725	63136830	+	ENSG00000171914
RP11-625H11.1	15	62929371	62937490	-	ENSG00000259458
TPM1	15	63334831	63364114	+	ENSG00000140416
LACTB	15	63413999	63434260	+	ENSG00000103642
RPS27L	15	63418071	63450220	-	ENSG00000185088
RAB8B	15	63481668	63559981	+	ENSG00000166128
APH1B	15	63568217	63601325	+	ENSG00000138613
CA12	15	63613577	63674360	-	ENSG00000074410
USP3	15	63796793	63886839	+	ENSG00000140455
FBXL22	15	63889552	63894627	+	ENSG00000197361
HERC1	15	63900817	64126141	-	ENSG00000103657
DAPK2	15	64199235	64364232	-	ENSG00000035664
FAM96A	15	64364758	64386217	-	ENSG00000166797
SNX1	15	64386322	64438289	+	ENSG00000028528
SNX22	15	64443914	64449680	+	ENSG00000157734
PPIB	15	64448011	64455404	-	ENSG00000166794
CSNK1G1	15	64457716	64648442	-	ENSG00000169118
CTD-2116N17.1	15	64472547	64665980	-	ENSG00000259316
KIAA0101	15	64657193	64679886	-	ENSG00000166803
TRIP4	15	64679947	64747502	+	ENSG00000103671
ZNF609	15	64752941	64978264	+	ENSG00000180357
OAZ2	15	64979772	64995480	-	ENSG00000180304
RBPMS2	15	65032091	65067786	-	ENSG00000166831
PIF1	15	65107831	65117867	-	ENSG00000140451
AC069368.3	15	65134082	65223118	+	ENSG00000249240
PLEKHO2	15	65134088	65160206	+	ENSG00000241839
ANKDD1A	15	65204101	65251042	+	ENSG00000166839
SPG21	15	65255362	65282648	-	ENSG00000090487
MTFMT	15	65294845	65321977	-	ENSG00000103707
SLC51B	15	65337708	65345734	+	ENSG00000186198
RASL12	15	65345679	65369028	-	ENSG00000103710
KBTBD13	15	65369154	65372276	+	ENSG00000234438
UBAP1L	15	65385338	65407535	-	ENSG00000246922
PDCD7	15	65409717	65426174	-	ENSG00000090470
CLPX	15	65440557	65477680	-	ENSG00000166855
CILP	15	65488337	65503826	-	ENSG00000138615
PARP16	15	65526798	65592956	-	ENSG00000138617
IGDCC3	15	65619465	65670378	-	ENSG00000174498
IGDCC4	15	65673802	65715410	-	ENSG00000103742
DPP8	15	65734801	65810042	-	ENSG00000074603
PTPLAD1	15	65822756	65870687	+	ENSG00000074696
VWA9	15	65871091	65903627	-	ENSG00000138614
SLC24A1	15	65903704	65953333	+	ENSG00000074621
DENND4A	15	65950384	66084631	-	ENSG00000174485
RAB11A	15	66018392	66184329	+	ENSG00000103769
MEGF11	15	66187417	66546085	-	ENSG00000157890
DIS3L	15	66585555	66626236	+	ENSG00000166938
TIPIN	15	66628544	66679084	-	ENSG00000075131
MAP2K1	15	66679155	66784650	+	ENSG00000169032
SNAPC5	15	66782473	66790151	-	ENSG00000174446
RPL4	15	66790355	66816870	-	ENSG00000174444
ZWILCH	15	66797297	66842115	+	ENSG00000174442
LCTL	15	66839517	66858317	-	ENSG00000188501
RP11-321F6.1	15	66874528	66978132	+	ENSG00000259471
SMAD6	15	66994566	67074338	+	ENSG00000137834
SMAD3	15	67356101	67487533	+	ENSG00000166949
RP11-342M21.2	15	67435072	67439277	-	ENSG00000259202
AAGAB	15	67493371	67547533	-	ENSG00000103591
IQCH	15	67547138	67794598	+	ENSG00000103599
C15orf61	15	67813406	67819628	+	ENSG00000189227
MAP2K5	15	67835047	68099461	+	ENSG00000137764
SKOR1	15	68112042	68126899	+	ENSG00000188779
PIAS1	15	68346517	68483096	+	ENSG00000033800
