gene_symbol	chrom	start	end	strand	ensembl_id
RHOD	11	67056839	67072019	+	ENSG00000173156
KDM2A	11	67119263	67258082	+	ENSG00000173120
GRK2	11	67266391	67286557	+	ENSG00000173020
ANKRD13D	11	67289291	67302486	+	ENSG00000172932
SSH3	11	67303478	67312607	+	ENSG00000172830
RAD9A	11	67317871	67398410	+	ENSG00000172613
POLD4	11	67350772	67356972	-	ENSG00000175482
CLCF1	11	67364168	67374177	-	ENSG00000175505
PPP1CA	11	67398179	67421183	-	ENSG00000172531
TBC1D10C	11	67398454	67410092	+	ENSG00000175463
CARNS1	11	67414968	67425613	+	ENSG00000172508
RPS6KB2	11	67428460	67435408	+	ENSG00000175634
CORO1B	11	67435510	67443821	-	ENSG00000172725
PTPRCAP	11	67435510	67437682	-	ENSG00000213402
GPR152	11	67451301	67452729	-	ENSG00000175514
CABP4	11	67452406	67461752	+	ENSG00000175544
TMEM134	11	67461710	67469288	-	ENSG00000172663
AIP	11	67468174	67491154	+	ENSG00000110711
PITPNM1	11	67491760	67506263	-	ENSG00000110697
CDK2AP2	11	67506490	67508701	-	ENSG00000167797
CABP2	11	67518912	67524517	-	ENSG00000167791
GSTP1	11	67583658	67586659	+	ENSG00000084207
NDUFV1	11	67605653	67612554	+	ENSG00000167792
NUDT8	11	67627937	67629937	-	ENSG00000167799
TBX10	11	67631303	67639763	-	ENSG00000167800
ACY3	11	67642551	67650900	-	ENSG00000132744
ALDH3B2	11	67662155	67681224	-	ENSG00000132746
UNC93B1	11	67991100	68004982	-	ENSG00000110057
ALDH3B1	11	68008563	68029282	+	ENSG00000006534
NDUFS8	11	68030617	68036647	+	ENSG00000110717
TCIRG1	11	68039025	68050895	+	ENSG00000110719
CHKA	11	68052859	68121444	-	ENSG00000110721
KMT5B	11	68154863	68213852	-	ENSG00000110066
C11orf24	11	68261335	68272001	-	ENSG00000171067
LRP5	11	68312447	68449275	+	ENSG00000162337
PPP6R3	11	68460475	68615343	+	ENSG00000110075
GAL	11	68683020	68691205	+	ENSG00000069482
TESMIN	11	68707440	68751568	-	ENSG00000132749
CPT1A	11	68754620	68844410	-	ENSG00000110090
MRPL21	11	68891276	68903835	-	ENSG00000197345
IGHMBP2	11	68903863	68940602	+	ENSG00000132740
MRGPRD	11	68980021	68980986	-	ENSG00000172938
MRGPRF	11	69004376	69014407	-	ENSG00000172935
TPCN2	11	69048850	69136316	+	ENSG00000162341
SMIM38	11	69155478	69162440	+	ENSG00000284713
MYEOV	11	69294129	69341682	+	ENSG00000172927
CCND1	11	69641143	69654474	+	ENSG00000110092
LTO1	11	69653076	69675416	-	ENSG00000149716
FGF19	11	69698232	69704660	-	ENSG00000162344
FGF4	11	69771022	69775341	-	ENSG00000075388
FGF3	11	69809968	69819416	-	ENSG00000186895
ANO1	11	69985907	70189530	+	ENSG00000131620
FADD	11	70203295	70207395	+	ENSG00000168040
PPFIA1	11	70270655	70385312	+	ENSG00000131626
CTTN	11	70398404	70436584	+	ENSG00000085733
SHANK2	11	70467805	71252844	-	ENSG00000162105
DHCR7	11	71428193	71452868	-	ENSG00000172893
NADSYN1	11	71453109	71524107	+	ENSG00000172890
KRTAP5-7	11	71527267	71528669	+	ENSG00000244411
KRTAP5-8	11	71538025	71539209	+	ENSG00000241233
KRTAP5-9	11	71548420	71549608	+	ENSG00000254997
KRTAP5-10	11	71565563	71566735	+	ENSG00000204572
KRTAP5-11	11	71581855	71603353	-	ENSG00000204571
XNDC1N-ZNF705EP-ALG1L9P	11	71804997	71928656	-	ENSG00000289716
DEFB108B	11	71833200	71837710	+	ENSG00000184276
XNDC1N	11	71865504	71928654	-	ENSG00000254469
DEFB131B	11	71878453	71884561	+	ENSG00000225805
RNF121	11	71929018	71997597	+	ENSG00000137522
IL18BP	11	71998613	72007315	+	ENSG00000137496
NUMA1	11	72002860	72080693	-	ENSG00000137497
LRRC51	11	72080286	72096895	+	ENSG00000184154
LRTOMT	11	72080331	72110782	+	ENSG00000284922
LAMTOR1	11	72085895	72103297	-	ENSG00000149357
TOMT	11	72103506	72110781	+	ENSG00000284844
ANAPC15	11	72106378	72113688	-	ENSG00000110200
FOLR3	11	72114869	72141085	+	ENSG00000110203
FOLR1	11	72189558	72196323	+	ENSG00000110195
FOLR2	11	72216601	72221950	+	ENSG00000165457
INPPL1	11	72223524	72239184	+	ENSG00000165458
PHOX2A	11	72239077	72245664	-	ENSG00000165462
CLPB	11	72285495	72434680	-	ENSG00000162129
PDE2A	11	72576141	72674591	-	ENSG00000186642
ARAP1	11	72683204	72793599	-	ENSG00000186635
STARD10	11	72753216	72794047	-	ENSG00000214530
ATG16L2	11	72814138	72843674	+	ENSG00000168010
FCHSD2	11	72836742	73142346	-	ENSG00000137478
P2RY2	11	73216664	73242427	+	ENSG00000175591
P2RY6	11	73264498	73305103	+	ENSG00000171631
ARHGEF17	11	73308276	73369388	+	ENSG00000110237
RELT	11	73376325	73397474	+	ENSG00000054967
FAM168A	11	73400487	73598189	-	ENSG00000054965
PLEKHB1	11	73646178	73662819	+	ENSG00000021300
RAB6A	11	73675638	73761465	-	ENSG00000175582
MRPL48	11	73787872	73865133	+	ENSG00000175581
COA4	11	73869846	73876982	-	ENSG00000181924
PAAF1	11	73876699	73931114	+	ENSG00000175575
DNAJB13	11	73951014	73970366	+	ENSG00000187726
UCP2	11	73974061	73983542	-	ENSG00000175567
UCP3	11	74000277	74009085	-	ENSG00000175564
C2CD3	11	74012718	74171210	-	ENSG00000168014
PPME1	11	74171083	74254703	+	ENSG00000214517
P4HA3	11	74235801	74311685	-	ENSG00000149380
PGM2L1	11	74330315	74398473	-	ENSG00000165434
KCNE3	11	74454841	74467743	-	ENSG00000175538
LIPT2	11	74490519	74493724	-	ENSG00000175536
POLD3	11	74493851	74669117	+	ENSG00000077514
CHRDL2	11	74696429	74731426	-	ENSG00000054938
RNF169	11	74748849	74842413	+	ENSG00000166439
XRRA1	11	74807739	74949200	-	ENSG00000166435
SPCS2	11	74949259	74979033	+	ENSG00000118363
NEU3	11	74984361	75018893	+	ENSG00000162139
OR2AT4	11	75081753	75096876	-	ENSG00000171561
SLCO2B1	11	75100563	75206549	+	ENSG00000137491
TPBGL	11	75240774	75243704	+	ENSG00000261594
ARRB1	11	75260122	75351791	-	ENSG00000137486
RPS3	11	75394327	75422280	+	ENSG00000149273
KLHL35	11	75422394	75433203	-	ENSG00000149243
GDPD5	11	75434638	75525985	-	ENSG00000158555
SERPINH1	11	75561564	75572787	+	ENSG00000149257
MAP6	11	75586916	75669038	-	ENSG00000171533
MOGAT2	11	75717838	75732963	+	ENSG00000166391
DGAT2	11	75759512	75801542	+	ENSG00000062282
UVRAG	11	75815180	76144259	+	ENSG00000198382
WNT11	11	76186325	76210761	-	ENSG00000085741
THAP12	11	76349898	76381134	-	ENSG00000137492
GVQW3	11	76381303	76414619	+	ENSG00000179240
EMSY	11	76444887	76553031	+	ENSG00000158636
LRRC32	11	76657524	76670868	-	ENSG00000137507
TSKU	11	76781403	76798157	+	ENSG00000182704
ACER3	11	76860859	77026797	+	ENSG00000078124
B3GNT6	11	77034398	77041973	+	ENSG00000198488
CAPN5	11	77066961	77126155	+	ENSG00000149260
OMP	11	77102840	77103331	+	ENSG00000254550
MYO7A	11	77128245	77215241	+	ENSG00000137474
GDPD4	11	77216558	77301687	-	ENSG00000178795
PAK1	11	77321548	77474635	-	ENSG00000149269
CLNS1A	11	77514936	77637809	-	ENSG00000074201
AQP11	11	77589391	77611064	+	ENSG00000178301
RSF1	11	77660009	77820869	-	ENSG00000048649
AAMDC	11	77821100	77918432	+	ENSG00000087884
INTS4	11	77874418	77994850	-	ENSG00000149262
KCTD14	11	78015715	78046191	-	ENSG00000151364
NDUFC2-KCTD14	11	78016971	78079865	-	ENSG00000259112
THRSP	11	78063861	78068351	+	ENSG00000151365
NDUFC2	11	78068297	78081871	-	ENSG00000151366
ALG8	11	78095244	78139660	-	ENSG00000159063
KCTD21	11	78171245	78188644	-	ENSG00000188997
USP35	11	78188812	78215232	+	ENSG00000118369
GAB2	11	78215293	78418348	-	ENSG00000033327
NARS2	11	78435620	78575194	-	ENSG00000137513
TENM4	11	78652829	79441030	-	ENSG00000149256
FAM181B	11	82729940	82733864	-	ENSG00000182103
PRCP	11	82822936	82970584	-	ENSG00000137509
DDIAS	11	82899975	82958277	+	ENSG00000165490
RAB30	11	82973133	83071923	-	ENSG00000137502
PCF11	11	83156988	83187451	+	ENSG00000165494
ANKRD42	11	83193712	83260694	+	ENSG00000137494
CCDC90B	11	83259081	83286390	-	ENSG00000137500
DLG2	11	83455012	85628335	-	ENSG00000150672
TMEM126B	11	85628573	85636539	+	ENSG00000171204
TMEM126A	11	85647956	85656547	+	ENSG00000171202
CREBZF	11	85657742	85682908	-	ENSG00000137504
CCDC89	11	85683848	85686195	-	ENSG00000179071
SYTL2	11	85694224	85811182	-	ENSG00000137501
CCDC83	11	85855101	85920021	+	ENSG00000150676
PICALM	11	85957171	86069882	-	ENSG00000073921
EED	11	86201212	86279807	+	ENSG00000074266
HIKESHI	11	86302181	86345943	+	ENSG00000149196
CCDC81	11	86374736	86423109	+	ENSG00000149201
ME3	11	86438751	86672636	-	ENSG00000151376
PRSS23	11	86791059	86952910	+	ENSG00000150687
FZD4	11	86945679	86955395	-	ENSG00000174804
TMEM135	11	87037831	87328824	+	ENSG00000166575
RAB38	11	88113251	88175443	-	ENSG00000123892
CTSC	11	88265069	88359684	-	ENSG00000109861
GRM5	11	88504576	89065982	-	ENSG00000168959
TYR	11	89177875	89295759	+	ENSG00000077498
NOX4	11	89324353	89498187	-	ENSG00000086991
TRIM77	11	89710299	89717872	+	ENSG00000214414
TRIM49	11	89797655	89808575	-	ENSG00000168930
TRIM64B	11	89870438	89878487	-	ENSG00000189253
TRIM49D1	11	89911111	89922245	-	ENSG00000223417
TRIM49D2	11	89924064	89933063	+	ENSG00000233802
TRIM64	11	89966037	89974072	+	ENSG00000204450
TRIM49C	11	90031106	90042025	+	ENSG00000204449
UBTFL1	11	90085950	90087131	+	ENSG00000255009
NAALAD2	11	90131515	90192894	+	ENSG00000077616
CHORDC1	11	90200429	90223077	-	ENSG00000110172
FAT3	11	92224818	92896473	+	ENSG00000165323
MTNR1B	11	92969651	92985066	+	ENSG00000134640
SLC36A4	11	93144174	93197991	-	ENSG00000180773
DEUP1	11	93329971	93438487	+	ENSG00000165325
SMCO4	11	93478468	93543764	-	ENSG00000166002
CEP295	11	93661682	93730358	+	ENSG00000166004
TAF1D	11	93729948	93784391	-	ENSG00000166012
C11orf54	11	93741570	93767202	+	ENSG00000182919
MED17	11	93784227	93814963	+	ENSG00000042429
VSTM5	11	93818232	93850620	-	ENSG00000214376
HEPHL1	11	94021354	94114208	+	ENSG00000181333
PANX1	11	94128828	94181968	+	ENSG00000110218
IZUMO1R	11	94304580	94308146	+	ENSG00000183560
GPR83	11	94377316	94401419	-	ENSG00000123901
MRE11	11	94415570	94493889	-	ENSG00000020922
ANKRD49	11	94493979	94499583	+	ENSG00000168876
C11orf97	11	94512461	94532125	+	ENSG00000257057
PIWIL4	11	94543840	94621421	+	ENSG00000134627
FUT4	11	94543921	94549895	+	ENSG00000196371
AMOTL1	11	94706431	94876748	+	ENSG00000166025
CWC15	11	94962620	94973611	-	ENSG00000150316
KDM4D	11	94973709	94999519	+	ENSG00000186280
KDM4E	11	95025258	95027596	+	ENSG00000235268
KDM4F	11	95048142	95051338	+	ENSG00000255855
SRSF8	11	95066919	95071225	+	ENSG00000263465
ENDOD1	11	95089817	95132645	+	ENSG00000149218
SESN3	11	95165513	95232541	-	ENSG00000149212
FAM76B	11	95768953	95790409	-	ENSG00000077458
CEP57	11	95789965	95832693	+	ENSG00000166037
MTMR2	11	95821766	95925315	-	ENSG00000087053
MAML2	11	95976598	96343195	-	ENSG00000184384
CCDC82	11	96349241	96389956	-	ENSG00000149231
JRKL	11	96389989	96507574	+	ENSG00000183340
CNTN5	11	99020949	100358885	+	ENSG00000149972
ARHGAP42	11	100687288	100993941	+	ENSG00000165895
PGR	11	101029624	101129813	-	ENSG00000082175
TRPC6	11	101451470	101872562	-	ENSG00000137672
ANGPTL5	11	101890674	101916522	-	ENSG00000187151
CEP126	11	101915010	102001062	+	ENSG00000110318
CFAP300	11	102047435	102084554	+	ENSG00000137691
YAP1	11	102110099	102233424	+	ENSG00000137693
BIRC3	11	102317484	102339403	+	ENSG00000023445
BIRC2	11	102347208	102378680	+	ENSG00000110330
TMEM123	11	102396332	102470384	-	ENSG00000152558
MMP7	11	102520508	102530853	-	ENSG00000137673
MMP20	11	102576832	102625332	-	ENSG00000137674
MMP27	11	102691487	102705769	-	ENSG00000137675
MMP8	11	102711796	102727050	-	ENSG00000118113
MMP10	11	102770502	102780628	-	ENSG00000166670
MMP1	11	102789401	102798160	-	ENSG00000196611
MMP3	11	102835801	102843609	-	ENSG00000149968
MMP12	11	102862736	102874982	-	ENSG00000262406
MMP13	11	102942995	102955732	-	ENSG00000137745
DCUN1D5	11	103050686	103092194	-	ENSG00000137692
DYNC2H1	11	103109410	103479863	+	ENSG00000187240
PDGFD	11	103907189	104164379	-	ENSG00000170962
DDI1	11	104036640	104039196	+	ENSG00000170967
CASP12	11	104885718	104898670	-	ENSG00000204403
CASP4	11	104942866	104969366	-	ENSG00000196954
CASP5	11	104992636	105023168	-	ENSG00000137757
CASP1	11	105023581	105035250	-	ENSG00000137752
CARD16	11	105039092	105101431	-	ENSG00000204397
CARD18	11	105137714	105531697	-	ENSG00000255501
GRIA4	11	105609535	105982090	+	ENSG00000152578
MSANTD4	11	105995623	106022410	-	ENSG00000170903
KBTBD3	11	106051098	106077459	-	ENSG00000182359
AASDHPPT	11	106075501	106098708	+	ENSG00000149313
GUCY1A2	11	106674019	107018476	-	ENSG00000152402
CWF19L2	11	107321601	107457842	-	ENSG00000152404
ALKBH8	11	107502727	107565742	-	ENSG00000137760
ELMOD1	11	107591091	107666779	+	ENSG00000110675
SLN	11	107707375	107719696	-	ENSG00000170290
SLC35F2	11	107790991	107928293	-	ENSG00000110660
RAB39A	11	107928448	107963482	+	ENSG00000179331
CUL5	11	108008898	108107781	+	ENSG00000166266
ACAT1	11	108116695	108148957	+	ENSG00000075239
NPAT	11	108155280	108222638	-	ENSG00000149308
ATM	11	108222804	108369102	+	ENSG00000149311
C11orf65	11	108308519	108467531	-	ENSG00000166323
POGLUT3	11	108472112	108498405	-	ENSG00000178202
EXPH5	11	108505435	108593768	-	ENSG00000110723
DDX10	11	108665053	108940999	+	ENSG00000178105
C11orf87	11	109422190	109429167	+	ENSG00000185742
RDX	11	109864295	110296712	-	ENSG00000137710
ZC3H12C	11	110093392	110171841	+	ENSG00000149289
FDX1	11	110429379	110464884	+	ENSG00000137714
ARHGAP20	11	110577042	110713189	-	ENSG00000137727
POU2AF2	11	111245725	111286401	+	ENSG00000150750
POU2AF3	11	111298546	111308735	+	ENSG00000214290
POU2AF1	11	111352255	111455630	-	ENSG00000110777
BTG4	11	111467526	111514367	-	ENSG00000137707
HOATZ	11	111514778	111537043	+	ENSG00000183644
LAYN	11	111540280	111561745	+	ENSG00000204381
SIK2	11	111602404	111730855	+	ENSG00000170145
PPP2R1B	11	111726908	111766658	-	ENSG00000137713
ALG9	11	111782195	111872405	-	ENSG00000086848
FDXACB1	11	111874056	111881243	-	ENSG00000255561
CFAP68	11	111878935	111885975	+	ENSG00000137720
CRYAB	11	111908564	111923722	-	ENSG00000109846
HSPB2	11	111912159	111914093	+	ENSG00000170276
HSPB2-C11orf52	11	111912736	111926871	+	ENSG00000254445
C11orf52	11	111918032	111926871	+	ENSG00000149300
DIXDC1	11	111927144	112022653	+	ENSG00000150764
DLAT	11	112025033	112064404	+	ENSG00000150768
PIH1D2	11	112063218	112074274	-	ENSG00000150773
NKAPD1	11	112074086	112085152	+	ENSG00000150776
TIMM8B	11	112084800	112086798	-	ENSG00000150779
SDHD	11	112086824	112120016	+	ENSG00000204370
IL18	11	112143251	112164106	-	ENSG00000150782
TEX12	11	112167372	112172556	+	ENSG00000150783
BCO2	11	112175472	112225877	+	ENSG00000197580
PTS	11	112226367	112269955	+	ENSG00000150787
PLET1	11	112248153	112260860	-	ENSG00000188771
NCAM1	11	112961275	113278436	+	ENSG00000149294
TTC12	11	113314579	113383544	+	ENSG00000149292
ANKK1	11	113387779	113400416	+	ENSG00000170209
DRD2	11	113409605	113476402	-	ENSG00000149295
TMPRSS5	11	113687543	113706382	-	ENSG00000166682
ZW10	11	113733183	113773746	-	ENSG00000086827
CLDN25	11	113779796	113780485	+	ENSG00000228607
USP28	11	113797870	113875590	-	ENSG00000048028
HTR3B	11	113904796	113949079	+	ENSG00000149305
HTR3A	11	113975075	113990313	+	ENSG00000166736
ZBTB16	11	114058335	114256765	+	ENSG00000109906
NNMT	11	114257765	114314329	+	ENSG00000166741
C11orf71	11	114391443	114400511	-	ENSG00000180425
RBM7	11	114400030	114414203	+	ENSG00000076053
REXO2	11	114439386	114450296	+	ENSG00000076043
NXPE1	11	114518842	114559888	-	ENSG00000095110
NXPE4	11	114570591	114598282	-	ENSG00000137634
NXPE2	11	114678527	114707069	+	ENSG00000204361
CADM1	11	115169218	115504957	-	ENSG00000182985
BUD13	11	116748170	116773039	-	ENSG00000137656
ZPR1	11	116773799	116788046	-	ENSG00000109917
APOA5	11	116789014	116793026	-	ENSG00000110243
APOA4	11	116820700	116823304	-	ENSG00000110244
APOC3	11	116827019	116833343	+	ENSG00000110245
APOA1	11	116835750	116838203	-	ENSG00000118137
SIK3	11	116843402	117098445	-	ENSG00000160584
PAFAH1B2	11	117144284	117176894	+	ENSG00000168092
SIDT2	11	117178736	117197445	+	ENSG00000149577
TAGLN	11	117197509	117207464	+	ENSG00000149591
PCSK7	11	117204337	117232528	-	ENSG00000160613
RNF214	11	117232154	117287429	+	ENSG00000167257
BACE1	11	117285232	117316286	-	ENSG00000186318
CEP164	11	117314557	117413605	+	ENSG00000110274
DSCAML1	11	117427772	117817525	-	ENSG00000177103
FXYD2	11	117800839	117828698	-	ENSG00000137731
FXYD6-FXYD2	11	117820163	117876667	-	ENSG00000255245
FXYD6	11	117836976	117877675	-	ENSG00000137726
TMPRSS13	11	117900641	117929459	-	ENSG00000137747
IL10RA	11	117986370	118003037	+	ENSG00000110324
SMIM35	11	118003634	118088299	-	ENSG00000255274
TMPRSS4	11	118077012	118125510	+	ENSG00000137648
SCN4B	11	118133377	118152888	-	ENSG00000177098
SCN2B	11	118162806	118176639	-	ENSG00000149575
JAML	11	118193725	118226323	-	ENSG00000160593
MPZL3	11	118226690	118252365	-	ENSG00000160588
MPZL2	11	118253416	118264536	-	ENSG00000149573
CD3E	11	118304730	118316175	+	ENSG00000198851
CD3D	11	118334537	118342705	-	ENSG00000167286
CD3G	11	118344344	118355161	+	ENSG00000160654
UBE4A	11	118359587	118399211	+	ENSG00000110344
ATP5MG	11	118401346	118433278	+	ENSG00000167283
KMT2A	11	118436456	118526832	+	ENSG00000118058
TTC36	11	118527437	118531197	+	ENSG00000172425
TMEM25	11	118531041	118547280	+	ENSG00000149582
IFT46	11	118544528	118572970	-	ENSG00000118096
ARCN1	11	118572390	118603033	+	ENSG00000095139
PHLDB1	11	118606396	118658038	+	ENSG00000019144
TREH	11	118657316	118679690	-	ENSG00000118094
DDX6	11	118747763	118791226	-	ENSG00000110367
CXCR5	11	118883892	118897787	+	ENSG00000160683
BCL9L	11	118893875	118925926	-	ENSG00000186174
UPK2	11	118925164	118958559	+	ENSG00000110375
FOXR1	11	118971712	118981287	+	ENSG00000176302
CENATAC	11	118998138	119015793	+	ENSG00000186166
RPS25	11	119015508	119018724	-	ENSG00000118181
TRAPPC4	11	119018733	119025454	+	ENSG00000196655
SLC37A4	11	119023751	119030906	-	ENSG00000137700
HYOU1	11	119044185	119057252	-	ENSG00000149428
VPS11	11	119067789	119082753	+	ENSG00000160695
HMBS	11	119084861	119093834	+	ENSG00000256269
H2AX	11	119093874	119095465	-	ENSG00000188486
DPAGT1	11	119096025	119108331	-	ENSG00000172269
C2CD2L	11	119102198	119118544	+	ENSG00000172375
HINFP	11	119121509	119136059	+	ENSG00000172273
ABCG4	11	119149052	119162653	+	ENSG00000172350
NLRX1	11	119166481	119184017	+	ENSG00000160703
NHERF4	11	119185457	119190223	+	ENSG00000172367
DRC12	11	119190055	119196769	-	ENSG00000248712
CBL	11	119206298	119313926	+	ENSG00000110395
MCAM	11	119307972	119321521	-	ENSG00000076706
RNF26	11	119334527	119337309	+	ENSG00000173456
C1QTNF5	11	119338942	119340940	-	ENSG00000223953
MFRP	11	119338942	119346705	-	ENSG00000235718
USP2	11	119355215	119381711	-	ENSG00000036672
THY1	11	119415476	119424985	-	ENSG00000154096
NECTIN1	11	119623408	119729200	-	ENSG00000110400
TRIM29	11	120111286	120185529	-	ENSG00000137699
OAF	11	120211032	120230334	+	ENSG00000184232
POU2F3	11	120236640	120319945	+	ENSG00000137709
TLCD5	11	120325180	120333686	+	ENSG00000181264
ARHGEF12	11	120336238	120489937	+	ENSG00000196914
GRIK4	11	120511717	120988906	+	ENSG00000149403
TBCEL	11	121024072	121090776	+	ENSG00000154114
TBCEL-TECTA	11	121024125	121113108	+	ENSG00000285509
TECTA	11	121101243	121191490	+	ENSG00000109927
SC5D	11	121292681	121313410	+	ENSG00000109929
SORL1	11	121452314	121633763	+	ENSG00000137642
BLID	11	122115340	122116215	-	ENSG00000259571
UBASH3B	11	122655722	122814473	+	ENSG00000154127
CRTAM	11	122829482	122872643	+	ENSG00000109943
JHY	11	122882683	122963865	+	ENSG00000109944
BSX	11	122977570	122981834	-	ENSG00000188909
HSPA8	11	123057485	123063230	-	ENSG00000109971
CLMP	11	123069853	123196697	-	ENSG00000166250
GRAMD1B	11	123358251	123627774	+	ENSG00000023171
SCN3B	11	123629187	123655244	-	ENSG00000166257
ZNF202	11	123723914	123742513	-	ENSG00000166261
OR6X1	11	123753580	123754518	-	ENSG00000221931
OR6M1	11	123805408	123806349	-	ENSG00000196099
TMEM225	11	123882920	123885670	-	ENSG00000204300
OR8D4	11	123902167	123909229	+	ENSG00000181518
OR4D5	11	123939617	123940573	+	ENSG00000171014
OR6T1	11	123942867	123943838	-	ENSG00000181499
OR10S1	11	123976661	123977781	-	ENSG00000196248
OR10G6	11	123994163	123995161	-	ENSG00000198674
OR10G4	11	124012997	124018732	+	ENSG00000254737
OR10G9	11	124023013	124023948	+	ENSG00000236981
OR10G8	11	124026798	124030634	+	ENSG00000234560
OR10G7	11	124036013	124041325	-	ENSG00000182634
VWA5A	11	124115404	124147721	+	ENSG00000110002
OR10D3	11	124183345	124188780	+	ENSG00000197309
OR8G3	11	124211707	124215828	+	ENSG00000255425
OR8G2P	11	124224732	124225666	+	ENSG00000181214
OR8G1	11	124241095	124254364	+	ENSG00000197849
OR8G5	11	124256376	124266224	+	ENSG00000255298
OR8D1	11	124302831	124315099	-	ENSG00000196341
OR8D2	11	124319262	124320197	-	ENSG00000279116
OR8B2	11	124382394	124384499	-	ENSG00000284680
OR8B3	11	124395534	124399024	-	ENSG00000284609
OR8B4	11	124423942	124424871	-	ENSG00000280090
OR8B8	11	124437445	124445696	-	ENSG00000197125
OR8B12	11	124539635	124545333	-	ENSG00000170953
OR8A1	11	124566660	124582942	+	ENSG00000196119
PANX3	11	124611428	124620356	+	ENSG00000154143
TBRG1	11	124622836	124635926	+	ENSG00000154144
SIAE	11	124633113	124695707	-	ENSG00000110013
SPA17	11	124673796	124698309	+	ENSG00000064199
NRGN	11	124739939	124747210	+	ENSG00000154146
VSIG2	11	124747472	124752255	-	ENSG00000019102
ESAM	11	124752583	124762315	-	ENSG00000149564
MSANTD2	11	124766498	124800706	-	ENSG00000120458
ROBO3	11	124865432	124881471	+	ENSG00000154134
ROBO4	11	124883666	124898500	-	ENSG00000154133
HEPACAM	11	124919205	124936431	-	ENSG00000165478
HEPN1	11	124919250	124920677	+	ENSG00000221932
CCDC15	11	124954095	125041649	+	ENSG00000149548
SLC37A2	11	125063302	125090516	+	ENSG00000134955
TMEM218	11	125094386	125111870	-	ENSG00000150433
PKNOX2	11	125164537	125434287	+	ENSG00000165495
FEZ1	11	125442881	125592578	-	ENSG00000149557
EI24	11	125568248	125584690	+	ENSG00000149547
STT3A	11	125591712	125625215	+	ENSG00000134910
CHEK1	11	125625163	125676255	+	ENSG00000149554
ACRV1	11	125671522	125680874	-	ENSG00000134940
PATE1	11	125746279	125749867	+	ENSG00000171053
PATE2	11	125776113	125778828	-	ENSG00000196844
PATE3	11	125788127	125791600	+	ENSG00000236027
PATE4	11	125833316	125840072	+	ENSG00000237353
HYLS1	11	125883614	125900846	+	ENSG00000198331
PUS3	11	125893485	125903224	-	ENSG00000110060
DDX25	11	125903348	125943702	+	ENSG00000109832
VSIG10L2	11	125946044	125958647	+	ENSG00000283703
CDON	11	125955796	126063335	-	ENSG00000064309
RPUSD4	11	126202095	126211692	-	ENSG00000165526
FAM118B	11	126211687	126263051	+	ENSG00000197798
SRPRA	11	126262912	126269144	-	ENSG00000182934
FOXRED1	11	126269024	126278132	+	ENSG00000110074
TIRAP	11	126282497	126298845	+	ENSG00000150455
DCPS	11	126304047	126350005	+	ENSG00000110063
ST3GAL4	11	126354677	126440344	+	ENSG00000110080
KIRREL3	11	126423358	127003460	-	ENSG00000149571
ETS1	11	128458761	128587606	-	ENSG00000134954
FLI1	11	128686535	128813267	+	ENSG00000151702
KCNJ1	11	128836315	128874671	-	ENSG00000151704
KCNJ5	11	128890453	128921163	+	ENSG00000120457
TP53AIP1	11	128934731	128943399	-	ENSG00000120471
ARHGAP32	11	128965060	129279324	-	ENSG00000134909
BARX2	11	129375848	129452279	+	ENSG00000043039
TMEM45B	11	129815791	129861265	+	ENSG00000151715
NFRKB	11	129863636	129895590	-	ENSG00000170322
PRDM10	11	129899706	130002853	-	ENSG00000170325
APLP2	11	130068147	130144811	+	ENSG00000084234
ST14	11	130159746	130210367	+	ENSG00000149418
ZBTB44	11	130226677	130314917	-	ENSG00000196323
ADAMTS8	11	130404923	130428609	-	ENSG00000134917
ADAMTS15	11	130448645	130476645	+	ENSG00000166106
SNX19	11	130866250	130916479	-	ENSG00000120451
NTM	11	131370478	132336822	+	ENSG00000182667
OPCML	11	132414977	133532501	-	ENSG00000183715
SPATA19	11	133840631	133845538	-	ENSG00000166118
IGSF9B	11	133896438	133956968	-	ENSG00000080854
JAM3	11	134068998	134152001	+	ENSG00000166086
NCAPD3	11	134150113	134225504	-	ENSG00000151503
VPS26B	11	134224613	134247794	+	ENSG00000151502
THYN1	11	134248270	134253370	-	ENSG00000151500
ACAD8	11	134253514	134265855	+	ENSG00000151498
GLB1L3	11	134274245	134319579	+	ENSG00000166105
GLB1L2	11	134331886	134378341	+	ENSG00000149328
B3GAT1	11	134378504	134412242	-	ENSG00000109956
IQSEC3	12	66767	178455	+	ENSG00000120645
SLC6A12	12	190069	220144	-	ENSG00000111181
SLC6A13	12	220621	262873	-	ENSG00000010379
KDM5A	12	280057	389320	-	ENSG00000073614
CCDC77	12	389273	442644	+	ENSG00000120647
B4GALNT3	12	459923	563509	+	ENSG00000139044
NINJ2	12	562852	663742	-	ENSG00000171840
WNK1	12	752536	911452	+	ENSG00000060237
RAD52	12	910870	990053	-	ENSG00000002016
ERC1	12	989998	1495933	+	ENSG00000082805
WNT5B	12	1529854	1647243	+	ENSG00000111186
FBXL14	12	1565993	1594581	-	ENSG00000171823
ADIPOR2	12	1688574	1788680	+	ENSG00000006831
CACNA2D4	12	1791963	1918666	-	ENSG00000151062
LRTM2	12	1820267	1836753	+	ENSG00000166159
DCP1B	12	1946052	2004535	-	ENSG00000151065
CACNA1C	12	1970772	2697950	+	ENSG00000151067
